copy_id,driver1_lap_02,driver2_lap_02,driver3_lap_02,driver4_lap_02,driver5_lap_02,driver6_lap_02,driver7_lap_02,driver8_lap_02,driver9_lap_02,driver10_lap_02,driver11_lap_02,driver12_lap_02,driver13_lap_02,driver14_lap_02,driver15_lap_02,driver16_lap_02,driver17_lap_02,driver18_lap_02,driver19_lap_02,driver20_lap_02,driver21_lap_02,driver22_lap_02,driver23_lap_02,driver24_lap_02
340_1,14,5,0,15,0,3,9,0,7,2,16,20,6,1,8,17,4,13,19,10,11,0,18,12
341_1,12,2,0,22,20,11,6,0,9,1,15,16,17,4,7,13,5,8,18,10,3,19,21,14
342_1,2,11,21,7,20,8,9,0,12,10,4,16,3,22,18,15,1,19,13,17,5,23,14,6
343_1,3,4,19,5,9,6,15,21,24,10,8,14,7,12,20,11,1,16,23,18,2,22,13,17
344_1,2,4,19,8,16,13,22,0,11,7,23,10,6,3,20,9,5,15,18,12,1,17,21,14
345_1,1,6,23,11,15,14,13,22,10,12,4,17,5,3,21,18,9,24,8,19,2,20,16,7
346_1,24,8,20,22,13,4,18,21,11,10,23,14,3,5,19,15,1,16,9,17,2,12,7,6
347_1,3,6,17,18,12,9,22,0,14,20,1,21,7,2,19,10,5,23,13,15,4,16,8,11
348_1,1,15,22,23,6,7,14,0,11,12,4,18,8,2,21,16,3,17,10,20,5,19,13,9
349_1,4,2,18,13,11,10,17,0,23,8,6,14,3,20,22,12,5,15,7,21,1,16,19,9
34_1,3,9,0,17,0,6,20,0,15,8,18,7,5,13,16,19,12,2,10,4,1,0,11,14
350_1,11,7,0,8,18,2,20,0,10,9,16,13,17,19,3,6,1,22,15,5,4,21,12,14
351_1,4,5,21,9,10,23,8,0,12,17,16,19,15,6,7,11,14,22,13,1,3,20,18,2
352_1,1,5,0,8,0,9,16,0,11,10,19,12,15,14,2,18,3,17,0,4,6,0,13,7
353_1,7,2,22,17,11,13,10,24,9,18,19,16,21,5,8,15,14,6,12,3,4,20,23,1
354_1,9,2,22,16,3,12,7,23,24,19,18,14,17,11,6,13,20,8,15,4,5,21,10,1
355_1,3,5,0,22,20,11,7,0,19,15,16,8,14,17,10,13,9,6,18,4,2,21,12,1
35_1,2,1,0,14,0,12,10,0,18,17,8,11,7,13,16,0,9,3,0,6,4,0,5,15
37_1,11,9,0,8,20,5,15,0,13,3,6,21,10,7,4,17,12,19,14,1,2,0,18,16
39_1,18,19,0,17,20,6,11,0,10,1,5,21,8,9,3,15,7,13,14,4,2,0,12,16
3_1,13,16,0,3,0,11,17,0,1,19,15,18,12,7,14,4,20,8,10,2,9,0,5,6
40_1,19,17,0,18,20,5,11,0,7,3,9,21,15,6,12,10,14,16,13,1,2,0,4,8
42_1,16,8,0,19,0,4,10,0,12,7,15,14,5,9,6,17,13,3,0,2,1,0,11,18
43_1,12,18,0,10,0,6,5,0,15,1,4,14,19,8,2,17,13,16,0,7,3,0,11,9
44_1,20,10,0,19,12,7,18,0,17,16,4,8,5,13,2,15,11,22,14,3,1,21,6,9
45_1,13,14,0,20,19,21,5,0,12,2,16,17,9,18,4,22,8,7,10,3,11,1,15,6
46_1,20,12,0,13,14,3,19,0,11,16,6,21,9,4,2,5,10,15,17,8,1,22,18,7
47_1,19,20,0,14,11,5,18,0,13,1,4,16,7,8,2,15,9,22,12,6,3,21,17,10
48_1,10,18,0,21,19,5,15,0,11,3,6,16,7,8,4,17,13,20,12,1,2,0,14,9
49_1,14,11,0,20,19,8,13,0,16,2,12,9,6,5,1,15,10,18,21,3,4,0,17,7
4_1,10,11,0,12,0,14,16,0,5,19,18,13,15,9,20,6,1,7,17,8,4,0,3,2
